eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
58,48812,79533,6744,16638,3791,13976,4600,3624,forward
49,48812,79533,6744,16638,3791,13976,4600,3624,forward
64,46960,13815,11551,16132,10656,13993,3411,996,forward
-9,46960,13815,11551,16132,10656,13993,3411,996,forward
77,46960,13815,11551,16132,10656,13993,3411,996,forward
59,46960,13815,11551,16132,10656,13993,3411,996,forward
-44,46960,13815,11551,16132,10656,13993,3411,996,forward
66,46960,13815,11551,16132,10656,13993,3411,996,forward
98,46960,13815,11551,16132,10656,13993,3411,996,forward
33,46960,13815,11551,16132,10656,13993,3411,996,forward
51,46960,13815,11551,16132,10656,13993,3411,996,forward
90,46960,13815,11551,16132,10656,13993,3411,996,forward
-55,36909,28580,10454,5915,6203,6231,8977,5572,forward
82,36909,28580,10454,5915,6203,6231,8977,5572,forward
37,36909,28580,10454,5915,6203,6231,8977,5572,forward
89,36909,28580,10454,5915,6203,6231,8977,5572,forward
80,36909,28580,10454,5915,6203,6231,8977,5572,forward
90,36909,28580,10454,5915,6203,6231,8977,5572,forward
103,36909,28580,10454,5915,6203,6231,8977,5572,forward
70,36909,28580,10454,5915,6203,6231,8977,5572,forward
-17,36909,28580,10454,5915,6203,6231,8977,5572,forward
8,36909,28580,10454,5915,6203,6231,8977,5572,forward
23,143174,74083,34474,24360,23731,22672,24534,3531,forward
66,143174,74083,34474,24360,23731,22672,24534,3531,forward
10,143174,74083,34474,24360,23731,22672,24534,3531,forward
7,143174,74083,34474,24360,23731,22672,24534,3531,forward
55,143174,74083,34474,24360,23731,22672,24534,3531,forward
83,143174,74083,34474,24360,23731,22672,24534,3531,forward
97,143174,74083,34474,24360,23731,22672,24534,3531,forward
29,143174,74083,34474,24360,23731,22672,24534,3531,forward
38,143174,74083,34474,24360,23731,22672,24534,3531,forward
114,143174,74083,34474,24360,23731,22672,24534,3531,forward
-21,143174,74083,34474,24360,23731,22672,24534,3531,forward
54,126163,68248,16767,14686,4186,14790,11658,4495,forward
70,126163,68248,16767,14686,4186,14790,11658,4495,forward
33,126163,68248,16767,14686,4186,14790,11658,4495,forward
43,126163,68248,16767,14686,4186,14790,11658,4495,forward
36,126163,68248,16767,14686,4186,14790,11658,4495,forward
10,126163,68248,16767,14686,4186,14790,11658,4495,forward
35,126163,68248,16767,14686,4186,14790,11658,4495,forward
61,126163,68248,16767,14686,4186,14790,11658,4495,forward
6,511121,39001,27948,25084,17972,6830,8430,2575,forward
23,511121,39001,27948,25084,17972,6830,8430,2575,forward
-8,511121,39001,27948,25084,17972,6830,8430,2575,forward
-14,511121,39001,27948,25084,17972,6830,8430,2575,forward
166,511121,39001,27948,25084,17972,6830,8430,2575,forward
42,511121,39001,27948,25084,17972,6830,8430,2575,forward
92,511121,39001,27948,25084,17972,6830,8430,2575,forward
57,511121,39001,27948,25084,17972,6830,8430,2575,forward
89,511121,39001,27948,25084,17972,6830,8430,2575,forward
72,511121,39001,27948,25084,17972,6830,8430,2575,forward
69,511121,39001,27948,25084,17972,6830,8430,2575,forward
19,131628,117089,21584,9655,12268,12242,9855,4167,forward
10,131628,117089,21584,9655,12268,12242,9855,4167,forward
133,131628,117089,21584,9655,12268,12242,9855,4167,forward
