delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
16772954,11905,14616,2977,10590,10667,939,3785,rest
15994,24323,29679,1568,13077,6504,2545,7021,rest
29165,10963,23246,3437,5334,14500,577,3816,rest
16757193,9086,71853,1709,12651,18917,566,6080,rest
16750749,16748170,12044,1800,23273,950,1141,3998,rest
16758745,7045,21179,2283,4775,15972,2366,6158,rest
25049,16761185,16744499,2482,6627,16745614,887,8007,rest
13520,21639,16771461,2331,14672,28274,616,11072,rest
69068,16776424,21816,1168,8197,22077,1669,7941,rest
16768209,16758651,16747029,2448,9052,16769032,1601,22433,rest
84138,35481,16401,506,11432,12215,1315,4509,rest
21545,27465,16773563,3078,28137,12351,1581,2785,rest
88924,66574,97795,1666,5842,14434,1339,8688,rest
16773222,14916,16766767,5343,7603,16748699,1118,8043,rest
16758270,16758543,149743,1629,7362,16753020,1132,3791,rest
17345,11793,16755476,2731,6182,11088,781,7298,rest
80439,10569,16762164,3074,8548,13722,1550,5887,rest
191464,12550,7879,237,5058,21810,344,1013,rest
47192,17087,19425,2065,12166,16745057,1321,10472,rest
16752340,9244,16776616,3150,6903,10561,2113,4336,rest
23434,9991,8080,3254,8748,18183,883,7445,rest
16772390,18956,10277,2109,7200,85741,502,7259,rest
16764381,4321,7262,1372,4171,19132,1207,4565,rest
80659,30528,29953,2038,15766,13310,475,5038,rest
16752422,16763243,26819,3691,8189,16755253,1502,9208,rest
28946,30087,12128,3218,21635,29998,608,11614,rest
16760121,16771372,16759571,3455,3311,23537,1272,2560,rest
92130,9720,16745231,1054,9989,16764685,886,6128,rest
83294,25990,16749858,1249,6050,14176,183,4110,rest
16747135,31751,32419,2446,2454,19287,425,8074,rest
25204,12694,29548,1708,5384,6063,540,7334,rest
73145,2915,16769848,1383,8812,22399,2348,6034,rest
32261,13096,28422,2297,7451,10633,885,2209,rest
16746085,5229,12270,4881,4333,7926,1963,10082,rest
19283,4442,17987,2543,8690,46793,464,6343,rest
16748465,16748295,32656,3705,4880,6039,498,13545,rest
5515,16747862,16772493,4613,10247,16384,2516,11801,rest
2428,9224,22135,890,7998,16762164,1277,2557,rest
10951,15789,25882,2213,8802,30744,895,3124,rest
16744452,14711,23053,2994,3947,5370,953,3356,rest
71002,31227,16747699,1021,4413,13883,1845,5166,rest
16772400,16762518,22162,1721,20900,18446,1308,9398,rest
16755679,40531,27235,2289,21735,10663,2657,5359,rest
72725,28735,31345,1843,17382,15970,510,4220,rest
